Reported Date,Total Number of Dead and Missing,Coordinates
"January 31, 2017",1,"16.9741689, 7.986535"
"January 31, 2017",5,"16.29034561, -0.03073328"
"February 1, 2017",1,"28.6910517, -100.5801829"
"February 1, 2017",1,"28.6910517, -100.5801829"
"February 1, 2017",3,"24.0940176, 32.8580264"
"February 1, 2017",1,"27.13414255, -98.06452052"
"February 1, 2017",1,"26.0713913, -108.7840381"
"February 1, 2017",1,"30.3548893, 56.002705"
"February 5, 2017",5,"38.212144, 44.641717"
"February 2, 2017",1,"31.8974232, 54.3568562"
"February 3, 2017",7,"12.51080187, 44.23737658"
"February 3, 2017",1,"12.51627394, 44.11010742"
"February 3, 2017",1,"46.177566, 19.679562"
"February 4, 2017",3,"32.8629706, 13.1215797"
"February 4, 2017",1,"19.1834166, -96.1866971"
"February 5, 2017",1,"29.1741116, -100.7961302"
"February 5, 2017",1,"27.4565378, -99.5698487"
"February 5, 2017",1,"39.343261, 26.671927"
"February 5, 2017",1,"43.7996518, 7.5907284"
"February 5, 2017",1,"23.25788348, -106.41940534"
"February 6, 2017",1,"20.7684452, -104.0882357"
"February 6, 2017",1,"27.1058788, -98.2058397"
"February 6, 2017",1,"27.15613905, -98.27326076"
"February 8, 2017",1,"38.6757774, 16.0983488"
"February 7, 2017",13,"6.2520549, 116.1447512"
"February 8, 2017",1,"29.0984956, 58.337468"
"February 8, 2017",1,"31.90777, -110.40457"
"February 8, 2017",1,"15.2380891, 36.4962555"
"February 9, 2017",5,"21.9996695, 31.1641968"
"February 9, 2017",1,"32.08317, -112.29913"
"February 9, 2017",1,"27.4565378, -99.5698487"
"February 10, 2017",1,"32.31615, -113.08218"
"February 10, 2017",1,"32.28982, -113.08218"
"February 10, 2017",1,"27.1058788, -98.2058397"
"February 10, 2017",3,"26.669984, 14.8615951"
"February 11, 2017",1,"15.7029935, 36.9821663"
"February 11, 2017",1,"32.16779, -113.11262"
"February 12, 2017",1,"27.1835782, -98.0559246"
"February 12, 2017",2,"35.97469196, -5.61539226"
"February 12, 2017",1,"43.0972495, 22.8502873"
"February 12, 2017",1,"30.685279, -104.684177"
"February 13, 2017",6,"15.5466581, 42.3282464"
"February 13, 2017",1,"31.847404, -111.404717"
"February 13, 2017",1,"19.6955139, -98.8961571"
"February 14, 2017",7,"21.9996695, 31.1641968"
"February 14, 2017",1,"15.6291005, 30.9519604"
"February 14, 2017",1,"15.5015341, 32.5025561"
"February 14, 2017",1,"21.1240976, 31.7702465"
"February 14, 2017",1,"32.29002, -113.08218"
"February 15, 2017",1,"18.8366003, -97.1100425"
"February 15, 2017",9,"35.85457182, -5.79767559"
"February 17, 2017",1,"31.95165, -112.83267"
"February 17, 2017",1,"31.745261, -111.855706"
"February 17, 2017",1,"38.4156158, 40.8927855"
"February 17, 2017",1,"9.605039, 41.8206189"
"February 17, 2017",1,"43.5551788, 6.9788798"
"February 18, 2017",3,"18.5427125, 31.6681546"
"February 18, 2017",2,"27.9147934, -110.9429356"
"February 18, 2017",3,"24.0721322, 32.7199027"
"February 18, 2017",1,"31.85898, -112.40396"
"February 19, 2017",118,"32.74920163, 14.33930942"
"February 19, 2017",2,"18.9047594, 27.8468919"
"February 19, 2017",1,"27.2403194, -98.2044504"
"February 20, 2017",1,"9.5206381, 45.5288885"
"February 20, 2017",74,"32.7812306, 12.6964611"
"February 20, 2017",1,"32.393333, -113.1245"
"February 20, 2017",1,"33.2771073, 52.3613378"
"February 20, 2017",1,"33.2771073, 52.3613378"
"February 21, 2017",12,"18.7658496, -69.040668"
"February 22, 2017",1,"31.820317, -112.141433"
"February 22, 2017",1,"20.4785052, -100.97811"
"February 22, 2017",3,"40.9443915, 26.2851702"
"February 22, 2017",13,"32.677012, 14.2451942"
"February 23, 2017",7,"32.8629706, 13.1215797"
"February 23, 2017",14,"33.010693, 12.0476696"
"February 23, 2017",1,"28.6910517, -100.5801829"
"February 23, 2017",2,"32.1890936, -108.3751176"
"February 23, 2017",1,"35.89378411, -5.31025402"
"February 24, 2017",1,"15.12214, -92.7137316"
"February 24, 2017",1,"31.49293, -111.40696"
"February 25, 2017",1,"31.77614, -111.23924"
"February 26, 2017",1,"32.7759101, 12.6973164"
"February 26, 2017",1,"36.4865849, -6.3033107"
"February 26, 2017",12,"31.7602016, 13.9776971"
"February 27, 2017",1,"45.8430697, 9.0001803"
"February 27, 2017",1,"36.0678687, 36.3137406"
"February 27, 2017",1,"27.11458647, -98.22519557"
"February 28, 2017",1,"27.4565378, -99.5698487"
"February 28, 2017",1,"32.08903, -113.25421"
"February 28, 2017",2,"32.79726436, 12.4042035"
"February 28, 2017",1,"30.1902301, 15.32220307"
"February 28, 2017",5,"25.11000484, 12.71695218"
"March 1, 2017",1,"27.0273057, -98.2212979"
"March 1, 2017",1,"36.07557679, -5.41388165"
"March 2, 2017",1,"36.05174306, -5.80319786"
"March 3, 2017",1,"36.4187595, -6.242722"
"March 3, 2017",1,"37.2074443, 15.9235954"
"March 3, 2017",1,"35.0991392, 13.0488502"
"March 3, 2017",25,"32.9362462, 13.4033901"
"March 4, 2017",6,"35.0991392, 13.0488502"
"March 5, 2017",22,"32.7959606, 12.4022547"
"March 6, 2017",1,"26.0525676, -98.3662434"
"March 7, 2017",1,"13.8197751, -89.2587345"
"March 7, 2017",1,"32.170217, -112.376717"
"March 8, 2017",1,"29.451926, 60.8841983"
"March 8, 2017",3,"32.6567536, 14.266525"
"March 9, 2017",11,"32.791284, 12.4152649"
"March 10, 2017",1,"31.9442, -113.018383"
"March 10, 2017",1,"32.39057, -113.115"
"March 11, 2017",1,"32.791284, 12.4152649"
"March 11, 2017",1,"50.99475146, 2.27785776"
"March 13, 2017",2,"26.0525676, -98.3662434"
"March 15, 2017",1,"16.3206382, -95.2577001"
"March 15, 2017",1,"32.01978, -112.15991"
"March 16, 2017",1,"27.0297523, -98.29682891"
"March 17, 2017",42,"18.8122772, 37.9691927"
"March 17, 2017",1,"25.4303723, -101.0537851"
"March 18, 2017",8,"35.0991392, 13.0488502"
"March 19, 2017",1,"16.1214346, -92.0618762"
"March 19, 2017",2,"13.21950532, 45.83320146"
"March 19, 2017",3,"33.010693, 12.0476696"
"March 19, 2017",1,"27.3526033, 62.3447815"
"March 19, 2017",10,"33.43357658, 12.52618256"
"March 20, 2017",10,"32.7857334, 12.7030412"
"March 20, 2017",1,"17.8336386, -93.9362737"
"March 20, 2017",2,"18.1346253, -94.4979664"
"March 21, 2017",1,"31.338781, 61.851076"
"March 21, 2017",1,"43.794087, 7.5158895"
"March 21, 2017",1,"31.70533, -112.00406"
"March 21, 2017",68,"32.8938676, 12.2050495"
"March 22, 2017",1,"35.2655099, 13.2591025"
"March 23, 2017",5,"32.8938676, 12.2050495"
"March 23, 2017",130,"32.8158918, 12.3980036"
"March 23, 2017",1,"17.827772, -93.4087205"
"March 24, 2017",11,"37.747294, 27.2401563"
"March 24, 2017",4,"36.24883557, -6.34656937"
"March 24, 2017",1,"35.2655099, 13.2591025"
"March 24, 2017",1,"20.4628344, -103.4530629"
"March 29, 2017",1,"33.382683, -112.254217"
"March 25, 2017",1,"32.7719579, 12.4832259"
"March 25, 2017",1,"26.0525676, -98.3662434"
"March 25, 2017",1,"37.24815612, 43.56737843"
"March 26, 2017",1,"35.2655099, 13.2591025"
"March 26, 2017",1,"30.50928461, 17.72239264"
"March 26, 2017",3,"36.9728852, 44.2651806"
"March 27, 2017",1,"37.1585332, 42.3724093"
"March 28, 2017",6,"32.791284, 12.4152649"
"March 28, 2017",4,"32.7812306, 12.6964611"
"March 29, 2017",3,"32.791284, 12.4152649"
"March 29, 2017",30,"11.6476888, 42.3954249"
"March 29, 2017",3,"25.2024987, 13.57209001"
"March 29, 2017",5,"25.52492354, 14.02032319"
"April 1, 2017",1,"52.064073, -1.3736467"
"April 2, 2017",1,"27.4531416, -99.6148525"
"April 2, 2017",1,"39.1472135, 26.528026"
"April 4, 2017",1,"29.4850089, 57.6439048"
"April 4, 2017",1,"26.0713913, -108.7840381"
"April 5, 2017",1,"45.7863243, 12.8106888"
"April 5, 2017",1,"26.06898199, -108.78504661"
"April 5, 2017",1,"19.9806027, -99.1847128"
"April 7, 2017",1,"35.0991392, 13.0488502"
"April 7, 2017",1,"32.791284, 12.4152649"
"April 7, 2017",1,"27.08054477, -98.19030762"
"April 7, 2017",1,"34.685375, 12.898898"
"April 9, 2017",1,"27.3526033, 62.3447815"
"April 10, 2017",1,"17.9473795, -93.6800339"
"April 11, 2017",3,"35.9395944, -3.0364762"
"April 11, 2017",1,"26.0525676, -98.3662434"
"April 12, 2017",5,"36.02588252, -5.32886576"
"April 12, 2017",1,"11.7405956, 42.2095918"
"April 13, 2017",1,"21.0865014, 92.4724902"
"April 13, 2017",97,"32.8629706, 13.1215797"
"April 14, 2017",1,"26.24398248, -98.55774029"
"April 14, 2017",1,"35.91348956, -5.38081197"
"April 15, 2017",1,"26.5758125, -98.0838125"
"April 15, 2017",5,"32.7921384, 13.7044104"
"April 16, 2017",33,"35.0991392, 13.0488502"
"April 16, 2017",2,"34.42282631, 13.15420126"
"April 16, 2017",7,"36.3478548, 14.4455093"
"April 17, 2017",1,"31.79776, -112.12161"
"April 17, 2017",1,"27.09277144, -98.09280396"
"April 17, 2017",1,"33.2771073, 52.3613378"
"April 18, 2017",30,"35.0991392, 13.0488502"
"April 18, 2017",4,"35.0991392, 13.0488502"
"April 18, 2017",10,"35.0991392, 13.0488502"
"April 18, 2017",7,"35.0991392, 13.0488502"
"April 18, 2017",17,"35.0991392, 13.0488502"
"April 18, 2017",28,"32.791284, 12.4152649"
"April 18, 2017",35,"35.0991392, 13.0488502"
"April 19, 2017",1,"27.4565378, -99.5698487"
"April 20, 2017",1,"26.5634143, -99.2378544"
"April 20, 2017",1,"25.8487649, -97.5613236"
"April 20, 2017",1,"26.196888, -98.4066512"
"April 20, 2017",3,"29.6706007, 56.6860238"
"April 21, 2017",1,"41.111268, 16.7755346"
"April 21, 2017",1,"32.2623, -111.57253"
"April 23, 2017",1,"35.0991392, 13.0488502"
"April 24, 2017",23,"39.3660851, 26.1667672"
"April 24, 2017",1,"41.1378552, 24.8776355"
"April 24, 2017",1,"27.2012, 60.6865817"
"April 24, 2017",1,"28.530221, 77.207481"
"April 24, 2017",1,"32.34637, -113.11729"
"April 26, 2017",15,"31.8214687, 13.9835368"
"April 26, 2017",1,"31.9758, -112.988183"
"April 26, 2017",1,"32.1125451, 23.9335781"
"April 27, 2017",8,"18.4753002, -68.2693061"
"April 28, 2017",1,"26.0669181, -108.7904701"
"April 29, 2017",1,"37.608409, 45.032599"
"April 29, 2017",2,"36.756915, 35.496817"
"April 29, 2017",1,"32.78400606, 12.52299317"
"April 29, 2017",2,"32.79670521, 12.49415406"
"April 29, 2017",1,"20.34033663, 9.22882002"
"April 29, 2017",6,"31.83959204, 14.03719651"
"April 29, 2017",1,"32.80188175, 12.4495221"
"May 1, 2017",1,"34.345054, 46.394393"
"May 1, 2017",6,"32.9739028, 13.3421741"
"May 2, 2017",1,"33.1052674, 11.7097945"
"May 2, 2017",1,"48.8809481, 2.353125"
"May 2, 2017",1,"27.4565378, -99.5698487"
"May 2, 2017",1,"27.478185, -99.480441"
"May 2, 2017",8,"18.7390511, 7.3730705"
"May 3, 2017",1,"32.328767, -113.118367"
"May 3, 2017",19,"31.84297831, 18.04763026"
"May 4, 2017",1,"30.37566359, 19.03639979"
"May 3, 2017",1,"26.71749178, -108.44393939"
"May 4, 2017",2,"20.4660351, -97.258777"
"May 5, 2017",1,"26.0525676, -98.3662434"
"May 6, 2017",1,"32.11713, -113.00212"
"May 6, 2017",1,"27.478185, -99.480441"
"May 6, 2017",1,"29.0729673, -110.9559192"
"May 6, 2017",1,"32.3594779, -117.1274425"
"May 7, 2017",82,"35.5321535, 12.7423968"
"May 7, 2017",113,"32.7812306, 12.6964611"
"May 7, 2017",1,"27.478185, -99.480441"
"May 7, 2017",11,"-12.5752601, 44.757493"
"May 8, 2017",9,"27.406942, 62.706256"
"May 9, 2017",1,"33.2771073, 52.3613378"
"May 11, 2017",1,"33.2771073, 52.3613378"
"May 11, 2017",1,"33.2771073, 52.3613378"
"May 11, 2017",1,"33.2771073, 52.3613378"
"May 13, 2017",1,"17.9125475, -94.0875367"
"May 13, 2017",1,"25.10864487, -76.17220031"
"May 14, 2017",8,"-10.3309998, 30.0653555"
"May 14, 2017",1,"27.49997261, -99.50242991"
"May 15, 2017",1,"31.884333, -111.806183"
"May 15, 2017",20,"35.20506085, 13.30281545"
"May 15, 2017",1,"35.84634379, -5.77640296"
"May 15, 2017",1,"32.0426561, 75.390906"
"May 15, 2017",1,"27.3526033, 62.3447815"
"May 16, 2017",1,"33.2771073, 52.3613378"
"May 16, 2017",1,"32.80431419, 12.49050618"
"May 16, 2017",1,"32.89190875, 13.18677257"
"May 16, 2017",2,"32.79183778, 12.719922"
"May 16, 2017",1,"20.2, 12.9833333"
"May 17, 2017",4,"13.9050107, 101.7979613"
"May 17, 2017",2,"32.89825083, 13.17921947"
"May 18, 2017",1,"36.7447468, 37.73632702"
"May 19, 2017",1,"24.98837714, 14.415831"
"May 19, 2017",1,"31.98845, -112.149283"
"May 19, 2017",2,"33.93416882, 12.98161563"
"May 19, 2017",1,"35.3142067, -2.9471167"
"May 19, 2017",1,"43.5488264, 6.98589793"
"May 19, 2017",156,"33.10325838, 13.03502391"
"May 21, 2017",1,"29.4850089, 57.6439048"
"May 21, 2017",1,"27.496868, -99.4534926"
"May 21, 2017",1,"29.4850089, 57.6439048"
"May 22, 2017",1,"29.4850089, 57.6439048"
"May 22, 2017",1,"27.1688614, -98.1343864"
"May 22, 2017",1,"26.1372696, -97.9016701"
"May 23, 2017",1,"36.0267789, 36.2484529"
"May 24, 2017",1,"22.22350536, 113.922005"
"May 24, 2017",1,"43.54884166, 6.98660195"
"May 24, 2017",1,"37.34130915, 12.28234431"
"May 25, 2017",1,"33.4566486, -112.3889235"
"May 25, 2017",1,"31.80328, -112.40016"
"May 25, 2017",1,"27.0108273, -98.18069458"
"May 25, 2017",2,"34.40469936, 13.19814657"
"May 26, 2017",1,"35.2655099, 13.2591025"
"May 26, 2017",82,"34.11413452, 13.01137899"
"May 26, 2017",1,"28.6919315, -100.514183"
"May 26, 2017",1,"48.9112874, -96.3547818"
"May 26, 2017",1,"32.795371, 12.566804"
"May 26, 2017",2,"25.02820243, 13.66876069"
"May 26, 2017",2,"20.39138153, 13.04748631"
"May 26, 2017",10,"18.88071141, 11.66320897"
"May 26, 2017",1,"28.58381, 77.247466"
"May 27, 2017",20,"33.23486391, 12.46703829"
"May 27, 2017",57,"34.4968003, 14.8203836"
"May 27, 2017",1,"36.0163981, 11.3382081"
"May 27, 2017",1,"32.41068, -113.13601"
"May 27, 2017",1,"32.54941, -113.13165"
"May 27, 2017",1,"18.2924915, -96.2979667"
"May 28, 2017",7,"33.252103, 12.959175"
"May 28, 2017",1,"25.58439303, 13.712706"
"May 28, 2017",2,"17.47785619, 8.36007016"
"May 28, 2017",1,"27.0087129, 14.4490398"
"May 28, 2017",1,"29.20885, 63.043307"
"May 29, 2017",1,"19.08848603, 8.23547459"
"May 29, 2017",1,"26.7865583, -101.4323641"
"May 29, 2017",10,"34.39995611, 13.88848725"
"May 29, 2017",20,"34.3790092, 15.2488504"
"May 29, 2017",1,"32.757533, -113.174067"
"May 29, 2017",1,"28.7126267, -100.4589115"
"May 30, 2017",1,"27.5376177, -99.4540452"
"May 30, 2017",1,"26.1025497, -98.365442"
"May 30, 2017",2,"25.10781423, 12.92169038"
"May 30, 2017",4,"12.34599405, 13.96505043"
"May 30, 2017",1,"29.0984956, 58.337468"
"May 30, 2017",1,"31.8974232, 54.3568562"
"May 31, 2017",44,"19.2078834, 12.4693292"
"May 31, 2017",1,"32.4503, -113.13721"
"May 31, 2017",1,"32.43983, -113.13195"
"May 31, 2017",1,"32.43381, -113.12862"
"May 31, 2017",13,"34.01905714, 10.04973655"
"May 31, 2017",10,"32.8883626, 13.20919108"
"May 31, 2017",12,"22.88290158, 11.90490819"
"May 31, 2017",1,"32.88490295, 13.18172526"
"May 31, 2017",2,"32.89161208, 13.21975322"
"May 31, 2017",5,"32.8872094, 13.1913383"
"June 1, 2017",1,"37.9603066, 23.7261772"
"June 1, 2017",1,"25.4508878, -102.2144018"
"June 2, 2017",1,"37.942871, 44.190806"
"June 3, 2017",4,"36.63834894, 13.1291587"
"June 3, 2017",1,"32.78034885, 12.71280693"
"June 3, 2017",4,"27.0026877, 12.48223725"
"June 4, 2017",2,"25.30661684, 13.84454194"
"June 4, 2017",19,"33.5171255, 11.1163723"
"June 4, 2017",2,"33.881101, 10.8658187"
"June 4, 2017",9,"41.7309539, 26.0817814"
"June 5, 2017",7,"32.743053, 13.7073097"
"June 5, 2017",15,"20.32367787, 13.00530596"
"June 5, 2017",5,"24.24929742, 12.92169038"
"June 5, 2017",4,"20.2, 12.9833333"
"June 6, 2017",1,"31.882383, -112.16165"
"June 7, 2017",1,"32.601267, -112.671433"
"June 7, 2017",9,"20.20902151, 12.90230913"
"June 8, 2017",1,"32.034241, -111.339419"
"June 8, 2017",1,"47.9228547, 12.0702646"
"June 9, 2017",1,"36.7463917, -2.1710412"
"June 9, 2017",1,"36.9535799, -1.9029405"
"June 9, 2017",1,"19.12634, 12.7798059"
"June 9, 2017",1,"32.8768429, 13.1020327"
"June 10, 2017",60,"33.74674152, 12.90189454"
"June 10, 2017",8,"34.8293173, 11.8660779"
"June 10, 2017",1,"34.89587354, 14.06267391"
"June 10, 2017",1,"34.89587354, 14.06267391"
"June 10, 2017",1,"28.6791752, -100.5216602"
"June 11, 2017",1,"11.3223834, -5.6983979"
"June 12, 2017",1,"16.9741689, 7.986535"
"June 12, 2017",1,"31.76012, -111.42261"
"June 12, 2017",1,"32.31955, -112.5273"
"June 12, 2017",1,"32.66452279, -115.52908291"
"June 12, 2017",2,"32.7917479, 13.6921318"
"June 12, 2017",2,"35.3142067, -2.944928"
"June 13, 2017",1,"35.50448413, 13.31546174"
"June 13, 2017",1,"32.81566588, 12.45651353"
"June 13, 2017",1,"26.2506568, -98.4916346"
"June 14, 2017",1,"29.322646, -101.0053844"
"June 14, 2017",5,"36.0267789, 36.2484529"
"June 15, 2017",3,"32.8214694, 12.9502941"
"June 15, 2017",4,"32.7924885, 12.7632621"
"June 15, 2017",126,"32.15089731, 17.73038778"
"June 30, 2017",3,"27.0087129, 14.4490398"
"June 15, 2017",1,"31.98217, -112.13511"
"June 15, 2017",1,"27.3526033, 62.3447815"
"June 16, 2017",1,"31.64953, -111.45708"
"June 16, 2017",1,"28.16011482, -100.20800131"
"June 16, 2017",12,"19.27526061, 8.41125584"
"June 16, 2017",8,"19.37893248, 8.65295506"
"June 16, 2017",5,"37.5748421, -1.0213542"
"June 16, 2017",8,"32.7933071, 12.6561106"
"June 17, 2017",110,"32.8622936, 12.530664"
"June 17, 2017",5,"32.8622936, 12.530664"
"June 17, 2017",2,"32.8469698, 12.6605155"
"June 17, 2017",1,"32.44072, -113.11978"
"June 17, 2017",1,"32.41934, -113.13554"
"June 17, 2017",1,"32.41131, -113.13784"
"June 17, 2017",1,"32.41175, -113.13807"
"June 17, 2017",1,"32.41754, -113.1268"
"June 17, 2017",1,"32.42663, -113.12548"
"June 17, 2017",1,"32.45975, -113.12954"
"June 17, 2017",1,"32.46414, -113.13318"
"June 17, 2017",11,"19.5708544, 5.7693847"
"June 17, 2017",2,"19.5708544, 5.7693847"
"June 17, 2017",1,"16.9741689, 7.986535"
"June 17, 2017",1,"29.960203, 61.314214"
"June 18, 2017",7,"32.8447102, 12.592091"
"June 18, 2017",3,"20.21933116, 12.91054888"
"June 18, 2017",9,"32.8864058, 13.3787551"
"June 18, 2017",1,"26.11825501, -98.26521003"
"June 18, 2017",1,"33.5063335, -117.6838078"
"June 19, 2017",7,"34.1847448, 11.8777545"
"June 19, 2017",1,"28.58381, 77.247466"
"June 20, 2017",3,"32.9366507, 12.087716"
"June 20, 2017",1,"35.8255136, -5.7245056"
"June 20, 2017",1,"28.5085892, -100.3105718"
"June 20, 2017",1,"27.15247327, -98.20047633"
"June 20, 2017",1,"27.0227822, -98.5412384"
"June 20, 2017",1,"27.2196887, -98.1665859"
"June 20, 2017",2,"22.53521696, 23.16094819"
"June 21, 2017",1,"28.575817, 77.277431"
"June 21, 2017",1,"28.575817, 77.277431"
"June 21, 2017",1,"23.0902207, -106.1527717"
"June 21, 2017",18,"32.750388, 13.7145856"
"June 21, 2017",5,"32.8596005, 13.4340859"
"June 21, 2017",1,"27.0420458, 14.4553448"
"June 22, 2017",1,"27.3526033, 62.3447815"
"June 22, 2017",1,"35.3621456, 16.32440644"
"June 22, 2017",6,"20.566667, 13.533333"
"June 24, 2017",1,"32.8631624, 13.4367761"
"June 24, 2017",1,"6.5243793, 3.3792057"
"June 24, 2017",1,"26.2024694, -98.4030222"
"June 25, 2017",2,"16.9741689, 7.986535"
"June 25, 2017",1,"12.0021794, 8.5919561"
"June 25, 2017",52,"20.76778273, 13.06221859"
"June 25, 2017",2,"34.8505039, 17.5484844"
"June 25, 2017",1,"27.211565, -98.133014"
"June 26, 2017",3,"31.6249141, 17.2623651"
"June 26, 2017",1,"32.8133431, 12.8824822"
"June 26, 2017",2,"29.5409213, -105.61934"
"June 26, 2017",1,"31.90665, -111.337367"
"June 26, 2017",1,"32.40368, -111.5488"
"June 26, 2017",10,"36.0267789, 36.2484529"
"June 26, 2017",2,"35.9925019, 36.3882626"
"June 26, 2017",1,"14.22989997, 34.74400319"
"June 26, 2017",2,"20.2, 12.9833333"
"July 27, 2017",1,"20.6704873, 11.13036275"
"June 27, 2017",1,"32.3334, -113.1181"
"June 27, 2017",1,"27.13490569, -98.23503081"
"June 27, 2017",7,"32.8798342, 13.36196"
"June 27, 2017",2,"32.88562372, 13.18395686"
"June 28, 2017",1,"27.14712643, -98.23777739"
"June 28, 2017",1,"31.793083, -111.852183"
"June 27, 2017",1,"32.90699434, 14.34497598"
"June 28, 2017",29,"32.8621454, 13.4312263"
"June 28, 2017",1,"32.8154645, 14.6238346"
"June 28, 2017",2,"35.3611369, 14.7492973"
"June 28, 2017",1,"27.1971781, -101.3626161"
"June 28, 2017",1,"28.6919315, -100.514183"
"June 28, 2017",2,"32.8053875, 12.65853"
"June 28, 2017",10,"12.954462, 36.1572559"
"June 28, 2017",10,"14.393082, 33.5392081"
"June 29, 2017",1,"32.8058871, 12.5307519"
"June 29, 2017",1,"18.5368514, -68.8987426"
"June 29, 2017",1,"16.40602, -95.6114956"
"June 29, 2017",1,"26.0675271, -98.075316"
"June 29, 2017",1,"26.97656426, -98.29742432"
"June 30, 2017",1,"17.11596945, 7.99065487"
